Name,Number,Hours,Title,Description,Prerequisites,Concurrent Prerequisites,Semesters
NUR,401,3,Palliative Care in Nursing,"This is an elective undergraduate nursing course. The focus of this course is to build a knowledge base in palliative care nursing and symptom management. By exploring common topics in palliative care, such as, symptom management, pain management, and communication, the student will develop skills to better manage patients as they near end-of-life.",NUR 305 NUR 307 NUR 308 NUR 309 or enrollment in RN-BSN program,,FS
NUR,418,4,Prof Nurs Pract Childbear Fami,"This required course focuses on the role of the nurse in providing holistic, patient-centered care to the childbearing family.  The student will be given simple to complex situations in classroom, clinical and technological-based experiences, emphasizing evidence-based practice and quality improvement as members of an interdisciplinary team.  A major focus will be the implementation of nursing care to childbearing families who are experiencing a normal maturational process as well as related acute/chronic health problems.  (Theory and laboratory).",(NUR 328 or NUR 330) and NUR 372 and NUR 374,,FS
NUR,419,5,Professional Nursing Practice Complex Client,"This synthesis course provides opportunities for the student to examine complex, acute and chronic health problems. Students will apply concepts from prerequisite and concurrent courses and use clinical reasoning thinking and decision-making skills to evaluate interventions to ameliorate or reduce health problems. Clinical activities will focus on nursing actions used to intervene in care of complex clients. The first portion of this course serves as a bridge from adult health and mental health nursing concepts into a holistic approach to caring for clients with complex and critical health problems.",((NUR 328 or NUR 330)) and (NUR 372) and (NUR 374),,FS
NUR,420,4,Prof Nursing Practice-Children,This course focuses on actions designed to detect and intervene in actual or potential health problems in children and to determine actions that will ameliorate or reduce the consequences of disease in children through support or rehabilitation. Students will develop skills in early detection and diagnosis of disease in children and treatment of acute and chronic health problems. (Theory and Laboratory).,(NUR 328 or NUR 330) and (NUR 372 and NUR 374),,FS
NUR,422,4,Prof Nursing Pract Comm Health,"Community Health Nursing is a required course that focuses on the knowledge and skill competencies required for community/public health nursing practice.  Educational and clinical experiences are community-based, community oriented and population focused. Health promotion, risk reduction and management, and disease prevention for individuals, families, and populations in community settings are emphasized.  The course also emphasizes knowledge and practice of illness and disease management in non-institutional environments. (Theory and laboratory).",NUR 418 and NUR 419 and NUR 420,,FS
NUR,423,1,Transition to Professional Nursing Practice,"This course will pull together challenging concepts to better prepare the BSN graduate to transition into professional nursing practice. It will focus on team assessment, priorities and characteristics of a leader, time management, empowerment, change, personal growth, relationship management, and problem solving.",(NUR 418) and (NUR 419) and (NUR 420),,FS
NUR,431,1,Advanced Cardiac Life Support,"The purpose of this elective course is to provide students with an opportunity to participate in an American Heart Association approved ACLS provider course. The course is designed for healthcare providers who either direct or participate in the management of acute cardiopulmonary arrest or other cardiovascular emergencies.  Through didactic instruction and interactive participation in simulated case studies, students will be able to enhance their skills in the recognition and intervention of cardiopulmonary arrest, immediate post-cardiac arrest, acute arrhythmia, stroke, and acute coronary syndromes (ACS).",NUR 419,,FS
NUR,449,5,Community Health For RNs,"Community Health Nursing is a required course taught online that focuses on the knowledge and skill competencies required for community/public health nursing practice. Educational and experiential learning experiences are community-based, community-oriented, and population-focused. Health promotion, risk reduction and management, and disease prevention for individuals, families, and populations in community settings are emphasized. The course also emphasizes the knowledge and practice of illness and disease management in non-institutional environments. (Theory and Experiential Learning Experiences).",(NUR 319 and NUR 348) or (with departmental approval),,FS
NUR,455,5,Leadership &amp; Management Roles,"This online course focuses on leadership theory and management functions essential to professional nursing. The application of leadership and management principles through completion of a leadership project comprises the experiential learning experience for the course. Synthesis of concepts basic to organizational and systems leadership, including quality improvement, nurse-sensitive indicators, and patient safety, are explored. (Theory and Experiential Learning Experiences).",(NUR 319) and (NUR 348) and (NUR 329) and (NUR 449 or with departmental approval),,FS
NUR,460,2,Honors Research Seminar/Practicum II,"This is the third course in a three-semester series that emphasizes the role of research in nursing and health care. In this third and last course, students will complete their research projects under supervision of their faculty mentor and course instructor. Final data collection and data analysis will be performed if not previously accomplished. Major foci for this course are interpretation and dissemination of study findings. Class discussions will address such issues as how to create a research poster, presenting a clear and concise podium research presentation, and writing for publication Students will write a manuscript for consideration in peer-reviewed journal or other publications.",NUR 360,,FS
NUR,465,5,Complex Client Sys RNs,This online synthesis course provides opportunities for the registered nurse student to examine complex acute and chronic health problems. Students will apply concepts from prerequisite and concurrent courses and use clinical reasoning and decision-making skills to evaluate interventions to ameliorate or reduce health problems. Activities will focus on nursing actions used to intervene in the care of complex clients. Experiential Learning experiences are embedded to validate physical assessment and clinical reasoning using avatars in the virtual simulation environment. (Theory and Experiential Learning Experiences).,(NUR 319) and (NUR 348) and (NUR 329) and (NUR 449 or departmental approval),,FS
NUR,473,6,Professional Nursing Practice: Leadership,"This required course focuses on leadership theory and management functions essential to professional nursing.  Essential skills are communication, interprofessional collaboration, negotiation, delegation, coordination, evaluation of interdisciplinary work, and the application of evidence-based practice models.  Clinical experiences focus on enactment of the professional nurse role in a concentrated practicum.  Leadership and management principles and clinical judgment skills are applied as students enhance direct care delivery skills, critical thinking and decision-making. (Theory and laboratory).",(NUR 418) and (NUR 419) and (NUR 420),,FS
NUR,474,6,Professional Nursing Practice: Leadership-Honors,"This required course focuses on leadership theory and management functions essential to professional nursing.  Essential skills are communication, interprofessional collaboration, negotiation, delegation, coordination, evaluation of interdisciplinary work, and the application of evidence-based practice models.  Clinical experiences focus on enactment of the professional nurse role in a concentrated practicum.  Leadership and management principles and clinical judgment skills are applied as students enhance direct care delivery skills, critical thinking, and decision-making.  The honors component of this course requires negotiation with faculty, and approval of the Honors College, to determine the criteria for any honors credit in addition to other course requirements.  Examples might include a scholarly paper on a chosen topic, data collection and graphic reports on the leadership project topic, and/or a leadership/management problem analysis on the clinical unit.  (Theory and laboratory).",(NUR 418) and (NUR 419) and (NUR 420),,FS
NUR,475,1,Preparation For Licensure,"This synthesis course provides opportunities for students to assess individual knowledge acquisition and to implement strategies to ameliorate deficiencies and maximize learning with faculty assistance. Students will have the opportunity to use individual, group, and technology-based methods to facilitate critical thinking and problem solving using hypothetical client situations. Students also will complete the licensure application process. (Theory).",NUR 418 and NUR 419 and NUR 420,,FS
NUR,500,3,Population Health,The purpose of this required core MSN course is to prepare students to evaluate health care needs at the population level with a particular focus on rural and medically underserved populations. An epidemiological approach will be utilized to explore relevant population based topics.,Admission into MSN Program,,FS
NUR,503,3,Nursing Informatics in Healthcare,"This required course focuses on the ethical management of data, information, knowledge, and technology to communicate and deliver safe quality healthcare within and across various healthcare settings. This course incorporates the concepts of nursing science, computer science and information science with information technology tools commonly found in practice. Students are introduced to the nursing informatics specialty and the use of technology to augment nursing care delivery and patient safety.",,,FS
NUR,505,3,Advanced Health Assessment,This course will assist the graduate nursing student to further develop health assessment skills for obtaining and recording a systematic health history as well as advanced holistic health assessment of individuals across the life span.,,,FS
NUR,507,3,Organizational &amp; Systems Leadership,"The purpose of this required core MSN course is to prepare future nurse leaders for organizational and systems leadership in healthcare as it relates to producing quality patient outcomes in a safe and efficient manner. Writing proficiency is required for a passing grade in this course. A student who does not write with the skill normally required of a BSN student will not earn a passing grade, no matter how well the student performs in other areas of the course.",,,FS
NUR,509,3,Evolution of Palliative Care and the Impact on Multiple Chronic Conditions,"An introduction to the nation's changing healthcare environment and the importance of integrating palliative care principles into primary care. The topics include a review of the complex healthcare environment in the United States as related to managing patients with serious illness and/or Multiple Chronic Conditions (MCCs). Specifically, this includes an overview of the current barriers  preventing palliative care access and an analysis of the financial impact of multiple chronic disease and patient outcomes. This course concentrates on exploring how interprofessional palliative care strategies can be employed in primary care settings in order to improve patient outcomes.",,,FS
NUR,510,3,Basic Concepts of Teaching Diabetes Self-Management Techniques,"This online elective course is open to any graduate student in the health or social sciences. The course focuses on: Diabetes Self-Management Techniques (DSMT) and instructs the provider in what manner to impart information that has immediate application for people living with diabetes. The course focuses on application of clinical guidelines for exercise and fitness, nutrition and diet, and the techniques, products, and strategies that help patients learn diabetes self-management techniques that empower them to take charge of their well-being and live healthier lives.",Premission by Instructor,,FS
NUR,513,"1,4",Special Topics,This course focuses on selected MSN topics under the sponsorship of a nursing faculty member with relevant expertise.,,,FS
NUR,514,3,Research and Evidence-Based Practice,"The purpose of this required core MSN course is to prepare students to evaluate research methods, designs, instruments, research ethics, and statistics used in health research.  The course will also provide students with models for evidence-based practice design and translation and quality improvement.  Students will formulate clinical questions, identify, evaluate and critically appraise evidence, and translate the evidence into practice environments for safe, quality care.",,,FS
NUR,516,3,Advanced Diabetes Management: An Interdisciplinary Approach Across the Lifespan,"This online elective course is open to any graduate student in the health or social sciences.  The course focuses on the primary, secondary, and tertiary prevention and management of diabetes mellitus offering expanded content suitable to students pursing graduate study in nursing, medicine, nutrition, and other social sciences.  Building on the basic and advanced science and clinical management courses a multi-disciplinary approach is offered for the prevention of pre-diabetes, metabolic syndrome, type 2 diabetes, management of both types 1 and 2 diabetes mellitus across the lifespan.  Special emphasis is placed on the prevention and management of the complications and co-morbid conditions potentially resulting from diabetes mellitus.",,,FS
NUR,517,"1,4",Graduate Independent Study,,,,FS
NUR,518,3,Social Media for Healthcare ,"This elective course focuses on the use of social media programs and applications within the healthcare setting. This course will equip healthcare providers with the knowledge and skills needed to effectively use social media within their professional settings. Students will be introduced to social media literacy, social media software, and health 2.0. Also, students will discuss guidelines related to social media use within the healthcare setting.",,,FS
NUR,519,3,Health Policy &amp; Finance,"The purpose of this required core MSN course is to introduce the student to relevant health care and governmental policies, regulatory standards, and financial management concepts to develop an understanding of how healthcare delivery systems are organized, financed, and most importantly, influence the delivery of patient care.",,,FS
NUR,521,3,Advanced Pharmacology,"This course will assist the graduate nursing student to further develop knowledge of evidence-based clinical pharmacology.  Course content will include basic principles of pharmacology as they apply to drug therapy across the lifespan. A prototype approach will be used to present content covering selected drugs affecting the peripheral nervous system, central nervous system, cardiovascular system, renal system, endocrine system, immune system, musculoskeletal system, respiratory system, gastrointestinal system, and chemotherapy for infection and cancer.",Admission to MSN Program,,FS
NUR,528,3,Sleep: How Much is Enough,"Sleep is a basic physiologic requirement of all beings. Therefore, we can all benefit from learning about what sleep is, why it is important in our lives, and how it can be influenced (positively and negatively). This elective course will challenge students to explore the impact sleep patterns have on human physical and emotional health, behaviors, and performance abilities.",,,FS
NUR,529,3,Advanced Pathophysiology,"This course will explore the biologic basis of disease at the cellular, organ and system level with an emphasis on applications for health professionals.  It is a required course in the MSN curriculum of the Capstone College of Nursing and may be taken as an elective by graduate biology majors with an interest in health professions based on space available.",,,FS
NUR,531,3,Nursing Faculty Roles and Responsibilities,"This online course will provide an introduction to the roles and responsibilities of nursing faculty. This course will prepare students to participate in the processes of designing, implementing, and evaluating a nursing curriculum. This course will include roles and responsibilities of faculty in teaching, scholarship, service, and practice.",,,FS
NUR,532,3,Instructional Media for Nursing Education,"This course will provide students with an overview of instructional technology and media that can be used in undergraduate and graduate level instruction in nursing education programs. This course will provide students with skills to begin on site and online instruction. It will explore the use of computers, software, models, simulators, and other instructional media.",AIL 600 and AIL 602,AIL 600 and AIL 602,FS
NUR,549,3,Roles &amp; Leadership in Nursing Administration,"The purpose of this course is to provide the student with the tools and resources to embrace the role of the Nurse Administrator and successfully balance leadership and management cohesively. This course will comprehensively cover leadership concepts to include working collaboratively in interdisciplinary teams, professional roles and scopes of practice, human resource management, staffing, conflict resolution, sustainable change, and decision-making practices.",Co-requisite: NUR 550,,FS
NUR,550,3,Roles &amp; Leadership in Nursing Administration Practicum,"The purpose of this clinical course is to provide the student with the opportunity to apply concepts and theory from NUR 549 in an authentic clinical environment to narrow the theory practice gap through application and experiential learning. The focus is on application of leadership concepts to include working collaboratively in interdisciplinary teams, professional roles and scopes of practice, human resource management, staffing, conflict resolution, sustainable change, and decision-making practices.",Co-requisite: NUR 549,,FS
NUR,551,3,US Healthcare Systems and Quality &amp; Safety,"The purpose of this course is to prepare future nurse administrators for the complexities of healthcare management by giving them the tools and resources to understand and critically appraise the unique dynamics of the U.S. healthcare system. This course will include information related to healthcare delivery, quality improvement, public policy, laws, accrediting bodies, and regulatory statutes.",Co-Requisites: NUR 552,,FS
NUR,552,3,US Health Care Systems and Quality &amp; Safety Practicum,"The purpose of this clinical course is to provide the nursing administrator student with the opportunity to apply concepts and theory from NUR 551 in an authentic clinical environment to narrow the theory practice gap through application and experiential learning.  The focus is on the application of public policy, laws, accrediting bodies, and regulatory statutes as they relate to the delivery of health care in the U.S.",Co-Requisites: NUR 551,,FS
NUR,553,3,Advanced Financing and Strategic Planning in Health Care,"The purpose of this course is to prepare future nurse administrators to be highly effective and influential strategic planners and financial leaders within the organization. This course addresses principles of strategic planning and fiscal resource management to include SWOT analyses, business plans, reimbursement models, cost analysis, budgeting, contract development, financial aspects of program development and evaluation, and cost accounting and tracking.",Co-Requisites: NUR 554,,FS
NUR,554,3,Advanced Financing and Strategic Planning in Health Care Practicum,"The purpose of this clinical course is to provide the student with the opportunity to apply concepts and theory from NUR 553 in an authentic clinical environment narrowing the theory practice gap through application and experiential learning.  The focus is on the application of the principles of strategic planning and fiscal resource management to include SWOT analyses, business plans, reimbursement models, cost analysis, budgeting, contract development, financial aspects of program development and evaluation, and cost accounting and tracking.",Co-Requisites: NUR 553,,FS
NUR,567,3,Family Nurse Practitioner Role &amp; Issues,"This course includes the professional role of the Family Nurse Practitioner (FNP) serving diverse populations across the lifespan. Emphasis is on the influence of nurse practitioners on outcomes at the systems level. Students will assess complex demands; plan coordinated, multidisciplinary, evidence-based collaborative approaches to care; and appraise strategies for evaluation of outcomes.",(NUR 505) and (NUR 529 - with a grade of B or better),,FS
NUR,569,3,Family Nurse Practitioner I,"This course provides a theoretical and evidenced based foundation for advanced practice as a Family Nurse Practitioner (FNP). The focus is on identifying and managing common acute, episodic and multiple chronic conditions in the adult client. Health promotion and disease prevention strategies for the adult population are emphasized.",(NUR 505) and (NUR 529) and (NUR 521) and (NUR 567) and (Corequisite: NUR 570 With grade of B or better),,FS
NUR,570,3,Family Nurse Practitioner Clinical I,"This course provides an initial clinical experience for advanced practice as a Family Nurse Practitioner (FNP). The focus is on identifying and managing common acute, episodic and multiple chronic conditions based on current evidence. Health promotion and disease prevention strategies for the adult population are emphasized. FNP role responsibilities are demonstrated, within primary care settings, in order to meet the health care needs for diverse adult populations.  Students must complete 120 clinical hours working with adults.",NUR 567 Corequisite: NUR 569 with a grade of B or better,,FS
NUR,571,3,Family Nurse Practitioner II,"This course provides a theoretical and evidence-based foundation for advanced practice as a Family Nurse Practitioner (FNP). The focus is on identifying and managing common acute, episodic and multiple chronic conditions in both the Pediatric and Women’s Health populations. Health promotion and disease prevention strategies for the Pediatric and Women’s Health populations are emphasized.",(NUR 569) and (NUR 570) and (Corequisite: NUR 572),,FS
NUR,572,3,Family Nurse Practitioner Clinical II,"This course provides evidence-based clinical experiences for advanced practice as a Family Nurse Practitioner (FNP). The course focuses on identifying and managing common acute, episodic and multiple chronic conditions in both the Pediatric and Women’s Health populations. Health promotion and disease prevention strategies for the specific populations are emphasized. FNP role responsibilities are demonstrated, within primary care settings, in order to meet the health care needs for diverse patient populations. Students must complete 180 clinical hours working with Pediatrics and Women’s Health clients.",(NUR 569) and (NUR 570) and (Corequisite: NUR 571),,FS
NUR,573,3,Family Nurse Practitioner III,"This course provides a culmination of common health conditions and strategies for incorporating evidence-based practice for advanced practice as a Family Nurse Practitioner (FNP). The course focus is on identifying and managing common acute, episodic and chronic conditions across the lifespan and within a variety of vulnerable populations.  As with the prior FNP courses, there will be a continued emphasis on health promotion and disease prevention in primary care populations.  Strategies for FNP certification preparedness and extended role responsibilities will be explored.",(NUR 571) and (NUR 572) and (Corequisite: NUR 574),,FS
NUR,574,3,Family Nurse Practitioner Clinical III,"This course will provide the Family Nurse Practitioner (FNP) student with the opportunity to completely immerse in an autonomous advanced practice nursing role. Students will diagnose, manage, and treat common acute, episodic and chronic conditions across the lifespan, while maintaining an emphasis on health promotion and disease prevention.  FNP students will engage in interdisciplinary collaboration for providing competent and evidence-based for all patients, including vulnerable populations, seeking care in primary care settings. There are 240 clinical hours needed for course completion.",(NUR 567) and (NUE 569) and (NUR 570) and (NUR 571) and (NUR 572 Corequisite: NUR 573),,FS
NUR,591,3,Psychiatric Mental Health Nurse Practitioner Roles and Issues,"The purpose of this course is to focus on concepts, theories and research underlying advanced practice psychiatric mental health nursing. The scope and standards of psychiatric-mental health nursing practice will be presented. Mental health treatment modalities across the lifespan including psychotherapy, psychopharmacological interventions, community interventions, case management and consult-liaison activities will be examined.  Psychological, biological, social, and cultural influences on coping responses of individuals, families, groups, and communities of people/populations at risk are explored. Intervention models, including preventive care and health promotion are introduced.",(NUR 505) and (NUR 521  with a grade of B or better),,FS
NUR,593,3,Psychiatric Mental Health Nurse Practitioner I,"The purpose of this course is to focus on the study of Psychiatric Mental Health Nurse Practitioner (PMHNP) conceptual frameworks, theories, and research findings related to common psychiatric disorders among children, adolescents, and young adult patients in urban, suburban and rural settings. Biological and pharmacologic theories, developmental issues of children, adolescent and young adult patients, psychotherapeutic modalities, primary prevention, and evaluation of treatment will be emphasized.",(NUR 591) and (Corequisite: NUR 594),,FS
NUR,594,3,Psychiatric Mental Health Nurse Practitioner Clinical I,"The purpose of this clinical course is to provide the student with the ability to apply treatment of psychopathology. The role of the Psychiatric Mental Health Nurse Practitioner (PMHNP) in the assessment, diagnosis, and treatment of children, adolescents, young adults, and families in urban, suburban and rural settings will be explored. This course will also provide students the opportunity to apply psychobiological information in conjunction with the use of psychopharmacological and psychotherapeutic interventions with patients. Students must complete 120 clinical hours working with children, adolescents, young adults, and families.",NUR 591 Corequisite: NUR 593,,FS
NUR,595,3,Psychiatric Mental Health Nurse Practitioner II,"The purpose of this course is for Psychiatric Mental Health Nurse Practitioner (PMHNP) students to learn how to critically appraise theoretical approaches for psychotherapeutic interventions with adult and elderly patients and families in urban, suburban, and rural areas. This course provides a theoretical basis for advanced practice of Psychiatric Mental Health Nursing. This course will also provide the student with an understanding of the dynamics, epidemiology, and treatment of selected psychopathology, specifically focused on adult and elderly patients. In addition, the role of the PMHNP in the assessment, diagnosis, and treatment of adult and elderly patients with mental disorders will be explored.",(NUR 593) and (NUR 594) and (Corequisite: NUR 596),,FS
NUR,596,3,Psychiatric Mental Health Nurse Practitioner Clinical II,"The purpose of this clinical course is for Psychiatric Mental Health Nurse Practitioner (PMHNP) students to critically appraise and apply theoretical approaches for psychotherapeutic interventions with adult and elderly patients and families in urban, suburban, and rural areas. This course will also provide the student with an opportunity to apply the dynamics, epidemiology, and treatment of selected psychopathology, specifically focused on adult and elderly patients. In addition, the role of the PMHNP in the assessment, diagnosis, and treatment of adult and elderly patients with mental disorders will be applied. Students must complete 180 clinical hours providing psychopharmacotherapeutic and psychotherapeutic interventions to adults, elderly and their families.",(NUR 593) and (NUR 594) and (Corequisite: NUR 595),,FS
NUR,597,3,Psychiatric Mental Health Nurse Practitioner III,"The purpose of this course is for Psychiatric Mental Health Nurse Practitioner (PMHNP) students to demonstrate comprehension of multiple theoretical approaches for psychotherapeutic interventions across the lifespan in urban, suburban, and rural areas. This coursed also covers the dynamics, epidemiology, assessment, diagnosis, and treatment of selected psychopathologies. Appropriate evidence-based psychopharmacological and psychotherapeutic (individual, family and group) interventions are examined.",(NUR 595) and (NUR 596) and (Corequisite: NUR 598),,FS
NUR,598,3,Psychiatric Mental Health Nurse Practitioner Clinical III,"The purpose of this clinical course is for Psychiatric Mental Health Nurse Practitioner (PMHNP) students to demonstrate application of multiple theoretical approaches for psychotherapeutic interventions across the lifespan in urban, suburban, and rural areas. This course provides PMHNP students an opportunity to apply clinical skills in the assessment, diagnosis, and treatment of selected psychopathologies. Students will apply appropriate evidence-based psychopharmacological and psychotherapeutic (individual, family and group) interventions in a wide range of clinical settings. Students must complete 240 clinical hours treating patients across the lifespan (with a minimum of 40 child and adolescent).",(NUR 595) and (NUR 596 Corequisite: NUR 597),,FS
NUR,599,"3,6",Master’s Thesis,"This course is designed to assist the student in selecting a foundational area of inquiry or phenomenon of interest, and creating original scholarship written under the direction of the faculty advisor. It is expected that the project will culminate in the production of a research product (thesis) that evidences originality, appropriate organization, clarity of purpose, critical analysis, and accuracy and completeness of documentation. The work shall involve an analysis or study related to a professional nursing phenomenon of interest such as, but not limited to: direct patient care concerns, systems level quality improvement, healthcare policy, or nursing administration.",,,FS
NUR,620,3,Curriculum Theory &amp; Practice,"This is primarily an online, web-based course. It critically examines historical and contemporary discourses necessary to understand curriculum as a synergetic field of study and an area of professional practice. Factors related to organizing curriculum will be considered based on analysis, interpretation and synthesis of contextual data. Students will determine directions, outcomes, and goals for curriculum and course design. Methods for curriculum evaluation and a dashboard for successful implementation will be emphasized. Students will demonstrate their ability to develop and critique curriculum in the context of instruction through reflection, observation, documentation, and descriptive analysis and to relate ethical, moral, and social justice concerns to curriculum practice.",NUR 531,,FS
NUR,621,4,Nurse Educator Practicum,"This is an elective course for nurse educator students who have limited teaching experience or graduate nursing students who desire additional direct experience.  The two didactic credits and two clinical credits (120 contact/clock hours) in this practicum provide opportunities to become embedded as a faculty member for one semester.  Students implement classroom and clinical teaching and evaluation strategies grounded in education theory and evidence-based practice, and are devised for differing learner needs to produce desired learning outcomes.  Students explore the scholarship of education and develop or refine a research trajectory.  Then relate that trajectory to life-long professional development and targeted faculty, community, and professional service.",(NUR 531) and (NUR 532),,FS
NUR,696,3,Doctoral Seminar in Research,Students are expected to utilize knowledge from quantitative methodology and statistics in this course. The seminar will provide students with opportunities to synthesize knowledge gained in this and other courses in order to address topics of for research in nursing education.,,,FS
NUR,700,3,Clinical Data Management and Analysis,"This required course provides students with the knowledge base to understand, collect, manage, and measure clinical data. Students will explore data collection and management processes, levels of measurement, basic statistics, and measurement for improvement in order to effectively use clinical data. Data entry exercises employed through analytical tools and statistical software packages will allow the students practice and apply the basic data management and analysis skills needed for the evaluation of clinical data and evidence-based practice.",Admission to DNP Program,,FS
NUR,701,3,Writing for Publication,"This course concerns the development of skills in writing, editing, and preparing manuscripts for publication from initial idea to submission of a publishable manuscript.  The course emphasizes a writing process that encourages productivity and collegial peer review. Legal and ethical aspects of authorship prepare students for responsible practices expected of scholars. Students should have mastered basic writing skills, e.g., grammar, syntax, and computer skills, prior to enrolling in this course.",Admission to DNP Program,NUR 700,FS
NUR,713,"1,4",Special Topics,This course focuses on selected DNP topics under the sponsorship of a graduate nursing faculty member with relevant expertise.,,,FS
NUR,717,"1,4",DNP Independent Study - Special Topics,"The independent study option provides an opportunity for students to identify, structure, implement and evaluate learning experiences consistent with personal learning needs and career plans that are in addition to the current curriculum.",,,FS
NUR,729,3,Evidence-Based Practice Design and Translation,"The purpose of this course is to provide students with models for evidence-based practice (EBP) design and improvement translation.  Students learn to formulate clinical questions in answerable format, and search for and identify best research evidence. The focus of the course is to evaluate and critically appraise evidence for rigor and applicability to the clinical problem and is designed to improve clinical outcomes. Students will translate the evidence into practice environments for safe, quality care. Students will gain access to information that will support optimal clinical decision-making. Improvement translation sciences will also be introduced.",NUR 700,,FS
NUR,731,3,"Philosophical, Theoretical, and Conceptual Foundations for Advanced Practice Nursing","This required core course for the Doctor of Nursing Practice program provides an understanding of the use of theory and conceptual foundations to guide the complexity of specialty nursing practice at the doctoral level. The content is derived from the philosophical and scientific underpinnings of nursing, natural, and psycho-social sciences.",,,FS
NUR,733,3,Informatics for Advanced Practice Nursing,"This required course focuses on the collection, organization, analysis, and dissemination of information in nursing and health care. Students are introduced to the specialty of nursing informatics, the information system life-cycle, telemedicine, and the use of technology to enhance nursing care delivery and patient safety. Also, students learn how to design, use, and manipulate large and small patient databases for the analysis of patient outcomes.",NUR 700,NUR 700,FS
NUR,734,"1,7",Advanced Experiential Clinical Course,This course is designed to validate Master's level competencies in clinical and organizational leadership.  The course is required for post-master's DNP students who are graduates of programs in nursing with less than 500 clinical hours.,,,FS
NUR,735,3,Population Health in Advanced Practice Nursing,"This required course for the Doctor of Nursing Practice program prepares the student to implement specialty population-based disease prevention and health promotion activities to achieve national and international goals of improving worldwide health status. The course focuses on a spectrum of issues affecting health, which include emerging infectious diseases, emergency preparedness, disparities in health and healthcare services, and the impact of behavior and lifestyle choices on health.",,,FS
NUR,737,3,Interdisciplinary Leadership and Role Development for Practice Excellence,"This required course in the Doctor of Nursing Practice program prepares students for organizational and systems leadership and knowledge and skills critical to role development in independent and inter and intra-disciplinary practice. Content includes communication, conflict resolution, collaboration and negotiation, leadership, and team functioning to maximize success in the establishment of safe, effective patient-centered care in complex environments.",,,FS
NUR,738,3,Scholarly Project Development,"This required course is designed to assist the student in selecting an area of interest within a practice specialization, and in demonstrating professional competencies related to an area of interest. The student will document previously acquired abilities and competencies in a professional portfolio. Students will participate in the seminar to obtain guidance, be involved in discussion, and receive peer suggestions about the portfolio and practice plans.",,,FS
NUR,739,"1,7",Scholarly Practice Project,"This required course is the capstone clinical course in all advanced practice tracks. The student presents evidence of achievements and competencies in a professional portfolio. The practice residency is completed in a specialty area of the student's choice. One credit hour of each semester of the residency is devoted to classroom seminar. The seminar focuses on the aspects of the final practice project and interventions that promote health, prevent illness and disability, and alleviate health disparities. Small group sessions are formed for students who are at similar stages of completion of the course requirements. The final project is selected and planned by the student and the advisor and is implemented during this course. The student completes the project, evaluates the outcomes, disseminates the findings, and makes a formal scholarly presentation to faculty and peers.",,,FS
NUR,740,3,Health Policy &amp; Politics: Implications in Health Care,"This required course in the Doctor of Nursing Practice program focuses on the basic principles of health policy and the influence of the political process as a systematic approach to health care in the United States and internationally. The course prepares students to assume complex leadership roles in order to advance specialty practice and health. This course focuses on the unique challenges of engaging and influencing health care policy in the U.S. and internationally. It is designed to develop skills, techniques, and approaches to the critical analysis of health policy proposals, health policies, and related issues from the perspective of consumers, nursing, other health professions, and other stakeholders in policy and public forums. The health policy framework is analyzed from a governmental, institutional, and organizational perspective.",,,FS
NUR,742,3,Program Evaluation and Methods,"The purpose of this course is to synthesize knowledge related to translational/implementation science models and strategies to improve health outcomes.  The emphasis in the course is the use of program evaluation as a strategic planning tool to achieve positive changes in health status, to initiate quality improvement, to engage in risk anticipation, management and to facilitate organizational and system level changes.",NUR 729,,FS
NUR,743,3,Evidence Based Practice Strategies,"NUR 743 is a required core Doctor of Nursing Practice Program course, which expands on foundational evidence-based practice concepts to refine a problem statement and derive a searchable and answerable clinical question.  Content includes identification and selection of methods, strategies, tools and metrics needed to complete a successful scholarly project.  The course also addresses targeted strategies for disseminating evidence associated with scholarly projects.",NUR 701 NUR 729,NUR 742,FS
NUR,744,3,Curriculum and Evaluation Concepts,"This course focuses on concepts important to nursing program curriculum development and evaluation.  The course will introduce the learner to various curriculum-related concepts including higher education organizational structure, published curriculum guidelines, policy development and adoption, and accreditation. This course will also focus on evidence-based methods for program, course, and student evaluation.",Students must be participants in the Nurse Faculty Loan Program,,FS
NUR,745,3,Teaching Strategies for Clinical Learning,"This course will assist the graduate nursing student to  examine  teaching theory and strategies which may be applied to clinical instruction and problem solving. Course content will include  basic principles of adult learning, and learning preferences as  applied to teaching multigenerational learners. Strategies useful for clinical supervision and the importance  of development of clinical learning sites are identified . The necessity of crafting clinical assignments in order to promote optimal learner outcomes is presented. Illustration of multiple uses of clinical simulation in order to improve team building, interdisciplinary collaboration, and clinical reasoning are depicted. The use of debriefing models to enhance clinical judgement  in both simulation and clinical practice  will be examined. Resources and technology for clinical teaching will be evaluated.",Students must be participants in the Nurse Faculty Loan Program,,FS
NUR,795,1,DNP Project Seminar,"This required course is designed to assist the student to develop professional competencies related to the DNP project. Students participating in the seminar will obtain guidance, be involved in discussion, and receive peer suggestions about the DNP project. Funding opportunities will be explored, presentation preparation will be initiated, and project dissemination will be reviewed. The student will start the development and design of the professional portfolio with current professional information and achievements.",(NUR 701) and (NUR 729) and (NUR 742) and (NUR 743),,FS
